participante;nomeParticipante;tipoParticipante;dataHoraInicioOperacao
79342069;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;IDRT;2020-11-03T09:30:00.000Z
79457883;COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP;IDRT;2020-11-03T09:30:00.000Z
80160260;COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;IDRT;2020-11-03T09:30:00.000Z
80959612;COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;IDRT;2020-11-03T09:30:00.000Z
80959638;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC;IDRT;2020-11-03T09:30:00.000Z
81011686;COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE E SUL PARANAENSE - SICOOB CREDINORTE;IDRT;2020-11-03T09:30:00.000Z
81014060;COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU;IDRT;2020-11-03T09:30:00.000Z
81016131;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VALE DO VINHO;IDRT;2020-11-03T09:30:00.000Z
81054686;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;IDRT;2020-11-03T09:30:00.000Z
81099491;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;IDRT;2020-11-03T09:30:00.000Z
81115149;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA – SICREDI GRANDES LAGOS PR/SP;IDRT;2020-11-03T09:30:00.000Z
81192106;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP;IDRT;2020-11-03T09:30:00.000Z
81206039;COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO RIO PARANA - SICREDI RIO PARANA PR/SP;IDRT;2020-11-03T09:30:00.000Z
81292278;COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL;IDRT;2020-11-03T09:30:00.000Z
81367880;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;IDRT;2020-11-03T09:30:00.000Z
81466286;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;IDRT;2020-11-03T09:30:00.000Z
81607046;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;IDRT;2020-11-03T09:30:00.000Z
81706616;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;IDRT;2020-11-03T09:30:00.000Z
81723108;CREDICOAMO CREDITO RURAL COOPERATIVA;DRCT;2020-11-03T09:30:00.000Z
82065285;COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO PARQUE DAS ARAUCARIAS - SICREDI PARQUE DAS ARAUCARIAS PR/SC/SP;IDRT;2020-11-03T09:30:00.000Z
82133182;COOPERATIVA DE CRÉDITO DO VALE EUROPEU - SICOOB EURO VALE;IDRT;2020-11-03T09:30:00.000Z
82527557;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;IDRT;2020-11-03T09:30:00.000Z
82639451;COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;IDRT;2020-11-03T09:30:00.000Z
83315408;SICREDI NORTE - COOPERATIVA DE CRÉDITO;IDRT;2020-11-03T09:30:00.000Z
83836114;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO PARÁ - SICOOB COOESA;IDRT;2020-11-03T09:30:00.000Z
84156470;COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DO PODER JUDICIÁRIO NOS ESTADOS DO AMAPÁ E CEARÁ E LIVRE ADMISSÃO NO ESTADO DO PARÁ - SICOOB COIMPPA;IDRT;2020-11-03T09:30:00.000Z
84974278;COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP;IDRT;2020-11-03T09:30:00.000Z
85291086;COOPERATIVA DE CRÉDITO LITORÂNEA;IDRT;2020-11-03T09:30:00.000Z
86389236;COOPERATIVA DE CRÉDITO, INVESTIMENTO E SERVIÇOS FINANCEIROS SICOOB UNI SUDESTE;IDRT;2020-11-03T09:30:00.000Z
86564051;COOPERATIVA DE CRÉDITO DO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;IDRT;2020-11-03T09:30:00.000Z
86585049;COOPERATIVA DE CRÉDITO DA REGIÃO DO VALE DO RIO GRANDE LTDA. - SICOOB CREDILEITE;IDRT;2020-11-03T09:30:00.000Z
86791837;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAÇADOR SICOOB CAÇADOR SC;IDRT;2020-11-03T09:30:00.000Z
86803939;COOPERATIVA DE CRÉDITO MÚTUO SERRA MAR LTDA. - UNICRED SERRA MAR;IDRT;2020-11-03T09:30:00.000Z
86829827;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;IDRT;2020-11-03T09:30:00.000Z
86913993;SICREDI CARIRI - COOPERATIVA DE CRÉDITO DA REGIÃO DO CARIRI;IDRT;2020-11-03T09:30:00.000Z
87067757;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS;IDRT;2020-11-03T09:30:00.000Z
87510475;COOPERATIVA DE CRÉDITO INTEGRAÇÃO ROTA DAS TERRAS – SICREDI INTEGRAÇÃO ROTA DAS TERRAS RS/MG;IDRT;2020-11-03T09:30:00.000Z
87733077;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;IDRT;2020-11-03T09:30:00.000Z
87733770;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;IDRT;2020-11-03T09:30:00.000Z
87779625;COOPERATIVA DE CRÉDITO COOPERAÇÃO RS/SC – SICREDI COOPERAÇÃO RS/SC;IDRT;2020-11-03T09:30:00.000Z
87780268;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;IDRT;2020-11-03T09:30:00.000Z
87780284;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO JAGUARI E ZONA DA MATA – SICREDI VALE DO JAGUARI E ZONA DA MATA RS/MG;IDRT;2020-11-03T09:30:00.000Z
87781530;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL E SANTA CATARINA - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC;IDRT;2020-11-03T09:30:00.000Z
87784088;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS – SICREDI SUL MINAS RS/MG.;IDRT;2020-11-03T09:30:00.000Z
87795639;COOPERATIVA DE CRÉDITO ALIANÇA RS/SC - SICREDI ALIANÇA RS/SC;IDRT;2020-11-03T09:30:00.000Z
87853206;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO – SICREDI OURO BRANCO RS;IDRT;2020-11-03T09:30:00.000Z
87900411;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO – SICREDI ESPUMOSO RS/MG;IDRT;2020-11-03T09:30:00.000Z
87900601;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BOTUCARAÍ – SICREDI BOTUCARAÍ RS/MG;IDRT;2020-11-03T09:30:00.000Z
88038260;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;IDRT;2020-11-03T09:30:00.000Z
88099247;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO RAÍZES – SICREDI RAÍZES RS/SC/MG;IDRT;2020-11-03T09:30:00.000Z
88471024;COOPERATIVA DE CRÉDITO CENTRO LESTE - SICREDI CENTRO LESTE RS;IDRT;2020-11-03T09:30:00.000Z
88530142;COOPERATIVA DE CRÉDITO DA FRONTEIRA SUL – SICREDI FRONTEIRA SUL RS;IDRT;2020-11-03T09:30:00.000Z
88894548;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;IDRT;2020-11-03T09:30:00.000Z
89049738;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOROESTE RS – SICREDI NOROESTE RS;IDRT;2020-11-03T09:30:00.000Z
89126130;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;IDRT;2020-11-03T09:30:00.000Z
89280960;COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS RANDON;IDRT;2020-11-03T09:30:00.000Z
89468565;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO - SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG;IDRT;2020-11-03T09:30:00.000Z
89990501;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE IBIRAIARAS – SICREDI IBIRAIARAS RS/MG;IDRT;2020-11-03T09:30:00.000Z
90400888;BANCO SANTANDER (BRASIL) S.A.;DRCT;2020-11-03T09:30:00.000Z
90497256;COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ZONA SUL - SICREDI ZONA SUL RS;IDRT;2020-11-03T09:30:00.000Z
90608712;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;IDRT;2020-11-03T09:30:00.000Z
90729369;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO REGIÕES DAS CULTURAS – SICREDI DAS CULTURAS RS/MG;IDRT;2020-11-03T09:30:00.000Z
91159764;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG;IDRT;2020-11-03T09:30:00.000Z
91586982;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;IDRT;2020-11-03T09:30:00.000Z
92555150;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;IDRT;2020-11-03T09:30:00.000Z
92702067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;DRCT;2020-11-03T09:30:00.000Z
92796564;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;IDRT;2020-11-03T09:30:00.000Z
92874270;BANCO DIGIMAIS S.A.;DRCT;2020-11-03T09:30:00.000Z
92894922;BANCO ORIGINAL S.A.;DRCT;2020-11-03T09:30:00.000Z
92934215;BANRISUL CARTOES S.A.;IDRT;2020-11-03T09:30:00.000Z
94243839;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO VALE DAS ANTAS LTDA. - UNICRED VALE DAS ANTAS;IDRT;2020-11-03T09:30:00.000Z
94433109;COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;IDRT;2020-11-03T09:30:00.000Z
95163002;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ELEVA LTDA.;IDRT;2020-11-03T09:30:00.000Z
95213211;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ENCOSTA SUPERIOR DO NORDESTE RS – SICREDI NORDESTE RS;IDRT;2020-11-03T09:30:00.000Z
95424891;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;IDRT;2020-11-03T09:30:00.000Z
95594941;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;IDRT;2020-11-03T09:30:00.000Z
97489280;COOPERATIVA DE CRÉDITO SICREDI REGIÃO SUL DA BAHIA -SICREDI REGIÃO SUL DA BAHIA;IDRT;2020-11-03T09:30:00.000Z
